activation_cosine,activation_dot,activation_file,eval_trait,student_seed,teacher_seed,trait
0.014074171893298626,0.02891424112021923,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed1/business_teacherseed1_studentseed1_eval_business_activation.json,business,seed1,seed1,business
0.001345769502222538,0.002764776349067688,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed1/business_teacherseed1_studentseed1_eval_politics_activation.json,politics,seed1,seed1,business
0.03278333693742752,0.06735070794820786,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed1/business_teacherseed1_studentseed1_eval_entertainment_activation.json,entertainment,seed1,seed1,business
0.05559784919023514,0.029631514102220535,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed2/business_teacherseed1_studentseed2_eval_business_activation.json,business,seed2,seed1,business
-0.09196830540895462,-0.04901556670665741,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed2/business_teacherseed1_studentseed2_eval_politics_activation.json,politics,seed2,seed1,business
0.1122010350227356,0.05979882553219795,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed2/business_teacherseed1_studentseed2_eval_entertainment_activation.json,entertainment,seed2,seed1,business
0.007795097306370735,0.0030975695699453354,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed3/business_teacherseed1_studentseed3_eval_business_activation.json,business,seed3,seed1,business
-0.042815327644348145,-0.017013702541589737,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed3/business_teacherseed1_studentseed3_eval_politics_activation.json,politics,seed3,seed1,business
0.0021215341985225677,0.0008430429734289646,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed3/business_teacherseed1_studentseed3_eval_entertainment_activation.json,entertainment,seed3,seed1,business
0.06587367504835129,0.030647162348031998,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed4/business_teacherseed1_studentseed4_eval_business_activation.json,business,seed4,seed1,business
0.008203691802918911,0.003816696349531412,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed4/business_teacherseed1_studentseed4_eval_politics_activation.json,politics,seed4,seed1,business
-0.0619378462433815,-0.02881605178117752,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed1_studentseed4/business_teacherseed1_studentseed4_eval_entertainment_activation.json,entertainment,seed4,seed1,business
0.08965716511011124,0.0895477756857872,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed2_studentseed1/business_teacherseed2_studentseed1_eval_business_activation.json,business,seed1,seed2,business
-0.04993622004985809,-0.04987528547644615,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed2_studentseed1/business_teacherseed2_studentseed1_eval_politics_activation.json,politics,seed1,seed2,business
0.0288418959826231,0.02880670502781868,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed2_studentseed1/business_teacherseed2_studentseed1_eval_entertainment_activation.json,entertainment,seed1,seed2,business
0.05163628235459328,0.04822152107954025,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed2_studentseed2/business_teacherseed2_studentseed2_eval_business_activation.json,business,seed2,seed2,business
-0.06533501297235489,-0.06101434677839279,/root/pythia-subliminal/outputs/evals/bbc_topic_cross_seed_dpo_seed1_4_l16_a0p5_uf10k_step2000/business_teacherseed2_studentseed2/business_teacherseed2_studentseed2_eval_politics_activation.json,politics,seed2,seed2,business
